title,publish_date,media_name,url,cluster,UMAP1,UMAP2,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name
Senate Confirms Linda McMahon as Trump’s Education Secretary,3/4/25,time.com,https://time.com/7264071/education-department-secretary-linda-mcmahon-wwe-trump-cabinet-senate-confirmation/,62,-1.5071306,10.162826,1,1,2025,3,4,1889,McMahon Education Secretary,McMahon Education Secretary
"Senate Confirms Rachel Levine, First Transgender Nominee To Assistant HHS Post",3/24/21,dailycaller.com,https://dailycaller.com/2021/03/24/senate-confirms-rachel-levine-transgender-health-and-human-services-assistant-secretary/,93,-4.6964474,-0.2400465,1,1,2021,3,24,448,Levine Confirmation,Levine Confirmation
Senate committee advances Linda McMahon as Trump's nominee for education secretary,2/20/25,abcnews.go.com,https://abcnews.go.com/US/wireStory/senate-committee-advances-wrestling-ceo-linda-mcmahon-trumps-119006981,62,-1.4882517,10.183981,1,1,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate committee advances ex-wrestling CEO Linda McMahon as Trump's nominee for education secretary,2/20/25,inquirer.com,https://www.inquirer.com/wires/ap/senate-committee-advances-ex-wrestling-ceo-linda-mcmahon-trumps-nominee-education-secretary-20250220.html,62,-1.4865913,10.1662655,2,2,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate committee advances ex-wrestling CEO Linda McMahon as Trump’s nominee for education secretary,2/20/25,baltimoresun.com,https://www.baltimoresun.com/2025/02/20/senate-committee-advances-linda-mcmahon/,62,-1.4844847,10.17423,12,12,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate committee advances ex-wrestling CEO Linda McMahon as Trump’s nominee for education secretary,2/20/25,courant.com,https://www.courant.com/2025/02/20/senate-committee-advances-linda-mcmahon/,62,-1.489172,10.176151,12,12,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate committee advances ex-wrestling CEO Linda McMahon as Trump’s nominee for education secretary,2/20/25,orlandosentinel.com,https://www.orlandosentinel.com/2025/02/20/senate-committee-advances-linda-mcmahon/,62,-1.4852705,10.170503,12,12,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate committee advances ex-wrestling CEO Linda McMahon as Trump’s nominee for education secretary,2/20/25,sandiegouniontribune.com,https://www.sandiegouniontribune.com/2025/02/20/senate-committee-advances-linda-mcmahon/,62,-1.4910975,10.170796,12,12,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate committee advances ex-wrestling CEO Linda McMahon as Trump’s nominee for education secretary,2/20/25,seattletimes.com,https://www.seattletimes.com/nation-world/nation/senate-committee-advances-ex-wrestling-ceo-linda-mcmahon-as-trumps-nominee-for-education-secretary/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,62,-1.4859982,10.176791,12,12,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate committee advances ex-wrestling CEO Linda McMahon as Trump’s nominee for education secretary,2/20/25,sun-sentinel.com,https://www.sun-sentinel.com/2025/02/20/senate-committee-advances-linda-mcmahon/,62,-1.45158,10.167286,12,12,2025,2,20,1877,McMahon Education Secretary,McMahon Education Secretary
Senate confirms Linda McMahon as education secretary,3/4/25,staradvertiser.com,https://www.staradvertiser.com/2025/03/04/breaking-news/senate-confirms-linda-mcmahon-as-education-secretary/,62,-1.5034351,10.156141,1,1,2025,3,4,1889,McMahon Education Secretary,McMahon Education Secretary
Senate confirms Linda McMahon to lead Education Department as Trump pushes to shut it down,3/3/25,latimes.com,https://www.latimes.com/world-nation/story/2025-03-03/senate-confirms-linda-mcmahon-to-lead-education-department,62,-1.543149,10.219658,1,1,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate confirms Linda McMahon to lead Education Department as Trump vows to shut it down,3/3/25,cbsnews.com,https://www.cbsnews.com/sanfrancisco/news/linda-mcmahon-education-secretary-confirmed/,62,-1.4868393,10.20492,2,2,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate confirms McMahon to lead Education Department as Trump pushes to shut it down,3/3/25,ajc.com,https://www.ajc.com/news/nation-world/senate-confirms-mcmahon-to-lead-education-department-as-trump-pushes-to-shut-it-down/OIVM5QWSG5EIXNWE6DBNV62Y2M/,62,-1.5775776,10.202254,2,2,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate confirms McMahon to lead Education Department as Trump pushes to shut it down,3/3/25,newsday.com,https://www.newsday.com/news/senate-confirms-mcmahon-to-lead-education-department-as-trump-pushes-to-shut-it-down-l24412,62,-1.6173964,10.213327,2,2,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate confirms transgender Dr. Rachel Levine as assistant health secretary,3/24/21,theblaze.com,https://www.theblaze.com/news/senate-confirms-transgender-dr-rachel-levine-as-assistant-health-secretary,93,-4.757551,-0.29615116,1,1,2021,3,24,448,Levine Confirmation,Levine Confirmation
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,abcnews.go.com,https://abcnews.go.com/US/wireStory/senate-vote-confirming-linda-mcmahon-lead-education-agency-119383251,62,-1.5808964,10.212341,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,baltimoresun.com,https://www.baltimoresun.com/2025/03/03/trump-mcmahon-education-senate-confirmation/,62,-1.5754728,10.225887,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,chicagotribune.com,https://www.chicagotribune.com/2025/03/03/senate-linda-mcmahon/,62,-1.5683031,10.201416,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,courant.com,https://www.courant.com/2025/03/03/trump-mcmahon-education-senate-confirmation/,62,-1.5691786,10.227082,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,inquirer.com,https://www.inquirer.com/wires/ap/senate-will-vote-confirming-linda-mcmahon-lead-an-education-agency-trump-has-vowed-close-20250303.html,62,-1.5631466,10.224325,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,newsday.com,https://www.newsday.com/news/nation/mcmahon-senate-confirmation-education-trump-a77669,62,-1.5801153,10.221457,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,ocregister.com,https://www.ocregister.com/2025/03/03/trump-mcmahon-education-senate-confirmation/,62,-1.5779762,10.215435,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,orlandosentinel.com,https://www.orlandosentinel.com/2025/03/03/trump-mcmahon-education-senate-confirmation/,62,-1.5606613,10.213848,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,sandiegouniontribune.com,https://www.sandiegouniontribune.com/2025/03/03/trump-mcmahon-education-senate-confirmation/,62,-1.5737228,10.206059,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,seattletimes.com,https://www.seattletimes.com/nation-world/nation/senate-will-vote-on-confirming-linda-mcmahon-to-lead-an-education-agency-trump-has-vowed-to-close/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,62,-1.5673132,10.207073,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Senate will vote on confirming Linda McMahon to lead an education agency Trump has vowed to close,3/3/25,sun-sentinel.com,https://www.sun-sentinel.com/2025/03/03/trump-mcmahon-education-senate-confirmation/,62,-1.5677204,10.217972,11,11,2025,3,3,1888,McMahon Education Secretary,McMahon Education Secretary
Share your thoughts on this story: What Trump could implement next from Project 2025,3/3/25,bostonglobe.com,https://www.bostonglobe.com/2025/03/03/nation/share-your-thoughts-this-story-what-trump-could-implement-next-project-2025/,53,-2.6067839,-0.7048311,1,1,2025,3,3,1888,Project 2025,Project 2025
"She Wants To 'Live Her Truth!' Dwyane Wade Fires Back At Ex-Wife, Defends Petition To Change Daughter Zaya's Name & Gender",11/30/22,radaronline.com,https://radaronline.com/p/dwyane-wade-responds-ex-wife-zaya-name-gender-change/,76,-2.6494255,-5.248661,2,2,2022,11,30,1064,Wades Trans Daughter,Wades Trans Daughter
Shocking but not surprising: Supreme Court OKs Trump’s trans military ban for now,5/8/25,bostonglobe.com,https://www.bostonglobe.com/2025/05/08/opinion/trump-trans-military-ban/,118,6.2977514,1.467607,3,3,2025,5,8,1954,Trans Military Ban,Trans Military Ban
Shooter Who Killed Five at Colorado LGBTQ+ Club Pleads Guilty to 50 Federal Hate Crimes,6/18/24,time.com,https://time.com/6989799/colorado-springs-shooter-guilty-hate-crimes/,81,-2.7739162,4.178732,3,3,2024,6,18,1630,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter charged with 50 federal hate crimes in Colorado LGBTQ+ club killings,1/16/24,washingtonpost.com,https://www.washingtonpost.com/nation/2024/01/16/colorado-shooter-lgbtq-nightclub-hate-crimes/,81,-2.7488356,4.1864767,1,1,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
"Shooter who killed 5 at Colorado LGBT club pleads guilty to 50 federal hate crimes, avoids death penalty",6/18/24,pbs.org,https://www.pbs.org/newshour/nation/shooter-who-killed-5-at-colorado-lgbt-club-pleads-guilty-to-50-federal-hate-crimes-avoids-death-penalty,81,-2.8105192,4.2094183,3,3,2024,6,18,1630,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,chicagotribune.com,https://www.chicagotribune.com/nation-world/ct-aud-nw-colorado-springs-shooting-20240116-vr45nir4o5hufg56obykpzknzi-story.html,81,-2.8388252,4.2264347,2,2,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 at Colorado nightclub charged with hate crimes,1/16/24,staradvertiser.com,https://www.staradvertiser.com/2024/01/16/breaking-news/shooter-who-killed-5-at-colorado-nightclub-charged-with-hate-crimes/,81,-2.7936058,4.229636,2,2,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 at a Colorado LGBTQ+ club pleads guilty to 50 federal hate crimes,6/18/24,nbcnews.com,https://www.nbcnews.com/news/us-news/shooter-killed-colorado-lgbtq-club-pleads-guilty-federal-hate-crimes-rcna157848,81,-2.7829418,4.1829624,3,3,2024,6,18,1630,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 at a Colorado LGBTQ+ club set to plead guilty to federal hate crimes,6/17/24,seattletimes.com,https://www.seattletimes.com/nation-world/nation/shooter-who-killed-5-at-a-colorado-lgbtq-club-set-to-plead-guilty-to-federal-hate-crimes/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,81,-2.7886066,4.2415314,9,3,2024,6,17,1629,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 at a Colorado LGBTQ+ club set to plead guilty to federal hate crimes,6/18/24,abcnews.go.com,https://abcnews.go.com/US/wireStory/shooter-killed-5-colorado-lgbtq-club-set-plead-111205523,81,-2.810029,4.1992416,9,6,2024,6,18,1630,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 at a Colorado LGBTQ+ club set to plead guilty to federal hate crimes,6/18/24,startribune.com,https://www.startribune.com/shooter-who-killed-5-at-a-colorado-lgbtq-club-set-to-plead-guilty-to-federal-hate-crimes/600374248/,81,-2.8465195,4.217411,9,6,2024,6,18,1630,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club charged with federal hate crimes,1/16/24,abcnews.go.com,https://abcnews.go.com/US/wireStory/shooter-killed-5-people-colorado-lgbtq-club-charged-106426156,81,-2.7500086,4.180997,2,2,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,baltimoresun.com,https://www.baltimoresun.com/2024/01/16/shooter-who-killed-5-people-at-colorado-lgbtq-club-intends-to-plead-guilty-to-federal-hate-crimes/,81,-2.8306189,4.181304,16,14,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,centralmaine.com,https://www.centralmaine.com/2024/01/16/shooter-who-killed-5-people-at-colorado-lgbtq-club-intends-to-plead-guilty-to-federal-hate-crimes/,81,-2.8711205,4.1912537,16,14,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,newsday.com,https://www.newsday.com/news/nation/colorado-springs-lgbtq-bar-shooting-w61934,81,-2.8595247,4.192047,16,14,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,nypost.com,https://nypost.com/2024/01/16/news/shooter-who-killed-5-people-at-colorado-lgbtq-club-intends-to-plead-guilty-to-federal-hate-crimes/,81,-2.865592,4.19114,16,14,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,seattletimes.com,https://www.seattletimes.com/nation-world/nation/shooter-who-killed-5-people-at-colorado-lgbtq-club-charged-with-hate-crimes-in-federal-court/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,81,-2.8701916,4.1897774,16,14,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,sun-sentinel.com,https://www.sun-sentinel.com/2024/01/16/shooter-who-killed-5-people-at-colorado-lgbtq-club-intends-to-plead-guilty-to-federal-hate-crimes/,81,-2.8676434,4.1924715,16,14,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/16/24,twincities.com,https://www.twincities.com/2024/01/16/shooter-who-killed-5-people-at-colorado-lgbtq-club-intends-to-plead-guilty-to-federal-hate-crimes/,81,-2.8580189,4.195633,16,14,2024,1,16,1476,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooter who killed 5 people at Colorado LGBTQ+ club intends to plead guilty to federal hate crimes,1/17/24,startribune.com,https://www.startribune.com/shooter-who-killed-5-people-at-colorado-lgbtq-club-intends-to-plead-guilty-to-federal-hate-crimes/600336074/,81,-2.8599215,4.1949244,16,2,2024,1,17,1477,Colorado Club Q Shooting,Colorado Club Q Shooting
"Shooting at Colorado LGBTQ club kills 5, injures 25",11/20/22,vox.com,https://www.vox.com/2022/11/20/23469086/shooting-at-colorado-lgbtq-club-colorado-springs-gun-violence,81,8.327871,-0.72088814,5,5,2022,11,20,1054,Colorado Club Q Shooting,Colorado Club Q Shooting
Shooting at Colorado nightclub rocks LGBTQ community,11/21/22,cbsnews.com,https://www.cbsnews.com/newyork/video/shooting-at-colorado-nightclub-rocks-lgbtq-community/,81,-1.9895315,3.202384,1,1,2022,11,21,1055,Colorado Club Q Shooting,Colorado Club Q Shooting
"Shooting at Gay Nightclub in Colorado Leaves 5 Dead, 18 Injured",11/20/22,billboard.com,https://www.billboard.com/music/music-news/mass-shooting-colorado-springs-gay-nightclub-five-dead-1235174381/,81,8.350147,-0.7433405,1,1,2022,11,20,1054,Colorado Club Q Shooting,Colorado Club Q Shooting
Should I be worried about monkeypox? A doctor answers questions as the outbreak spreads,6/28/22,cbsnews.com,https://www.cbsnews.com/news/monkeypox-outbreak-symptoms-vaccine-doctor-answers-questions/,39,-3.4751558,9.63724,2,2,2022,6,28,909,Monkeypox Outbreak,Monkeypox Outbreak
Silence broken: Dylan Mulvaney speaks out about the Bud Light fiasco,6/29/23,hotair.com,https://hotair.com/karen-townsend/2023/06/29/silence-broken-dylan-mulvaney-speaks-out-about-the-bud-light-fiasco-n561563,54,-8.35351,3.3242073,2,2,2023,6,29,1275,Bud Light Boycott,Bud Light Boycott
Silenced Montana trans lawmaker upholds stance in dispute,4/24/23,abcnews.go.com,https://abcnews.go.com/US/wireStory/silenced-montana-trans-lawmaker-upholds-stance-dispute-98801659,103,7.1867237,2.0005589,11,11,2023,4,24,1209,Montana Trans Lawmaker Silenced,Montana Trans Lawmaker Silenced
Silenced Montana trans lawmaker upholds stance in dispute,4/24/23,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2023-04-24/silenced-montana-trans-lawmaker-upholds-stance-in-dispute,103,7.183464,1.996808,11,11,2023,4,24,1209,Montana Trans Lawmaker Silenced,Montana Trans Lawmaker Silenced
Silenced Montana trans lawmaker upholds stance in dispute,4/24/23,seattletimes.com,https://www.seattletimes.com/nation-world/nation/silenced-montana-trans-lawmaker-upholds-stance-in-dispute/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,103,7.1901627,1.9953833,11,11,2023,4,24,1209,Montana Trans Lawmaker Silenced,Montana Trans Lawmaker Silenced
Silenced Montana trans lawmaker upholds stance in dispute,4/24/23,sfgate.com,https://www.sfgate.com/news/politics/article/silenced-montana-trans-lawmaker-upholds-stance-in-17915013.php,103,7.186075,1.9976664,11,11,2023,4,24,1209,Montana Trans Lawmaker Silenced,Montana Trans Lawmaker Silenced
Silenced Montana trans lawmaker upholds stance in dispute,4/24/23,staradvertiser.com,https://www.staradvertiser.com/2023/04/24/breaking-news/silenced-montana-trans-lawmaker-upholds-stance-in-dispute/,103,7.18701,1.9974194,11,11,2023,4,24,1209,Montana Trans Lawmaker Silenced,Montana Trans Lawmaker Silenced
Silenced trans lawmaker upholds stance in Montana dispute,4/24/23,mercurynews.com,https://www.mercurynews.com/2023/04/24/silenced-trans-lawmaker-upholds-stance-in-montana-dispute/,103,7.1749983,2.0046005,2,2,2023,4,24,1209,Montana Trans Lawmaker Silenced,Montana Trans Lawmaker Silenced
Silenced transgender Montana lawmaker vows to keep fighting for constituents,4/27/23,foxnews.com,https://www.foxnews.com/politics/silenced-transgender-montana-lawmaker-vows-keep-fighting-constituents,103,7.194646,2.0283527,1,1,2023,4,27,1212,Montana Trans Lawmaker Silenced,Montana Trans Lawmaker Silenced
Singer Demi Lovato Announces Nonbinary Identity,5/19/21,time.com,https://time.com/6049729/demi-lovato-nonbinary/,45,-1.304573,-6.1358023,5,5,2021,5,19,504,Demi Lovatos Pronouns,Demi Lovatos Pronouns
Singer Demi Lovato announces they are nonbinary,5/19/21,cbsnews.com,https://www.cbsnews.com/video/singer-demi-lovato-says-they-are-nonbinary-2021-05-19/,45,-1.2463703,-6.0988464,1,1,2021,5,19,504,Demi Lovatos Pronouns,Demi Lovatos Pronouns
Singer Demi Lovato says they identify as nonbinary: ‘This is my truth and I can’t shove it down’,5/19/21,washingtonpost.com,https://www.washingtonpost.com/arts-entertainment/2021/05/19/demi-lovato-nonbinary-identity/?utm_source=rss&utm_medium=referral&utm_campaign=wp_homepage,45,-1.309125,-6.1253204,2,2,2021,5,19,504,Demi Lovatos Pronouns,Demi Lovatos Pronouns
Singer Ne-Yo Blames Publicist for Apology Statement on Transgender Kids: 'I Did Not Apologize',8/8/23,pjmedia.com,https://pjmedia.com/news-and-politics/matt-margolis/2023/08/08/singer-ne-yo-blames-publicist-for-apology-statement-on-transgender-kids-i-did-not-apologize-n1717114,20,-1.7899342,-5.761073,2,2,2023,8,8,1315,Celebrity Apologies,Celebrity Apologies
"Six States Put Abortion on the Ballot, With More to Follow",7/5/24,spectator.org,https://spectator.org/six-states-put-abortion-on-the-ballot-with-more-to-follow/?utm_source=rss&utm_medium=rss&utm_campaign=six-states-put-abortion-on-the-ballot-with-more-to-follow,87,3.7221508,1.8721304,1,1,2024,7,5,1647,Abortion Ballot Measures,Abortion Ballot Measures
Six drastic plans Trump is already promising for a second term,8/16/22,washingtonpost.com,https://www.washingtonpost.com/politics/2022/08/16/trump-speeches-extreme-agenda-2024-bid/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,72,0.22938061,9.022897,1,1,2022,8,16,958,Trumps Second Term Plans,Trumps Second Term Plans
Skeptical judge questions executive order barring transgender service members from joining the military,2/19/25,foxnews.com,https://www.foxnews.com/politics/skeptical-judge-questions-executive-order-barring-transgender-service-members-from-joining-military,118,7.005272,1.8985167,4,4,2025,2,19,1876,Trans Military Ban,Trans Military Ban
Smaller doses of monkeypox vaccine got the OK. Here's how that works at one clinic,8/12/22,latimes.com,https://www.latimes.com/california/story/2022-08-12/hundreds-seek-out-monkeypox-vaccine-at-south-l-a-clinic,39,-3.4553022,9.668005,1,1,2022,8,12,954,Monkeypox Outbreak,Monkeypox Outbreak
So-Called Conversion Therapy Banned in Conservative Utah,1/22/20,usnews.com,https://www.usnews.com/news/health-news/articles/2020-01-22/so-called-conversion-therapy-banned-in-conservative-utah,105,-0.58128357,7.0467577,1,1,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called 'Don't Say Gay' law confuses some Florida schools,8/15/22,cbsnews.com,https://www.cbsnews.com/miami/news/so-called-dont-say-gay-law-confuses-some-florida-schools/,107,1.7395191,4.4229307,2,2,2022,8,15,957,Dont Say Gay Law,Dont Say Gay Law
So-called 'Don't Say Gay' rules expanded through 12th grade in Florida,4/19/23,abcnews.go.com,https://abcnews.go.com/Politics/called-dont-gay-rules-expanded-12th-grade-florida/story?id=98691183,107,1.9885759,4.3910246,1,1,2023,4,19,1204,Dont Say Gay Law,Dont Say Gay Law
So-called conversion therapy banned in conservative Utah,1/21/20,sacbee.com,https://www.sacbee.com/news/article239516598.html#storylink=rss,105,-0.6612644,7.1117096,9,2,2020,1,21,20,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/21/20,staradvertiser.com,https://www.staradvertiser.com/2020/01/21/news/so-called-conversion-therapy-banned-in-conservative-utah/,105,-0.6206913,7.0176773,9,2,2020,1,21,20,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/22/20,augustachronicle.com,https://www.augustachronicle.com/ZZ/news/20200122/so-called-conversion-therapy-banned-in-conservative-utah?rssfeed=true,105,-0.595171,7.0296526,9,7,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/22/20,dispatch.com,https://www.dispatch.com/ZZ/news/20200122/so-called-conversion-therapy-banned-in-conservative-utah?rssfeed=true,105,-0.6363659,7.0267487,9,7,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/22/20,ledger-enquirer.com,https://www.ledger-enquirer.com/news/article239516598.html#storylink=rss,105,-0.59061813,7.028206,9,7,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/22/20,norwichbulletin.com,https://www.norwichbulletin.com/ZZ/news/20200122/so-called-conversion-therapy-banned-in-conservative-utah?rssfeed=true,105,-0.6426163,7.0427084,9,7,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/22/20,providencejournal.com,https://www.providencejournal.com/ZZ/news/20200122/so-called-conversion-therapy-banned-in-conservative-utah?rssfeed=true,105,-0.64484596,7.037485,9,7,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/22/20,sfgate.com,https://www.sfgate.com/news/medical/article/So-called-conversion-therapy-banned-in-14994086.php,105,-0.61987495,7.0154743,9,7,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called conversion therapy banned in conservative Utah,1/22/20,startribune.com,http://www.startribune.com/so-called-conversion-therapy-banned-in-conservative-utah/567188802/,105,-0.62615013,7.110615,9,7,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
So-called ‘Don’t Say Gay’ law confuses some Florida schools,8/15/22,abcnews.go.com,https://abcnews.go.com/Health/wireStory/called-dont-gay-law-confuses-florida-schools-88398302,107,1.6761303,4.4134045,6,6,2022,8,15,957,Dont Say Gay Law,Dont Say Gay Law
So-called ‘Don’t Say Gay’ law confuses some Florida schools,8/15/22,seattletimes.com,https://www.seattletimes.com/seattle-news/health/so-called-dont-say-gay-law-confuses-some-florida-schools/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,107,1.6694794,4.4553423,6,6,2022,8,15,957,Dont Say Gay Law,Dont Say Gay Law
So-called ‘Don’t Say Gay’ law confuses some Florida schools,8/15/22,stltoday.com,https://www.stltoday.com/news/national/so-called-don-t-say-gay-law-confuses-some-florida-schools/article_af5ee63d-c0db-5c72-8cf0-46d5349ab7d0.html,107,1.750906,4.3795586,6,6,2022,8,15,957,Dont Say Gay Law,Dont Say Gay Law
Social justice warriors cancel 'Harry Potter' author J.K. Rowling because she affirmed biological gender,6/7/20,theblaze.com,https://www.theblaze.com/news/jk-rowling-sex-gender-controversy,63,6.094017,-3.7444048,2,2,2020,6,7,158,Rowling Trans Controversy,Rowling Trans Controversy
"Social media giants aren't protecting LGBTQ users enough, GLAAD says",7/14/22,mashable.com,https://mashable.com/article/social-media-lgbtq-safety-index-glaad,46,3.4433765,-0.6633663,4,4,2022,7,14,925,LGBTQ+ Social Media Safety,LGBTQ+ Social Media Safety
Social media platforms 'effectively unsafe' for LGBTQ: GLAAD report,5/10/21,azcentral.com,http://rssfeeds.azcentral.com/~/651715522/0/phoenix/nation~The-bar-is-low-for-the-social-media-industry-Top-platforms-are-unsafe-for-LGBTQ-community-new-report-says/,46,3.1594,-0.9036188,4,4,2021,5,10,495,LGBTQ+ Social Media Safety,LGBTQ+ Social Media Safety
Social media platforms 'effectively unsafe' for LGBTQ: GLAAD report,5/10/21,usatoday.com,http://rssfeeds.usatoday.com/~/651715522/0/usatoday-newstopstories~The-bar-is-low-for-the-social-media-industry-Top-platforms-are-unsafe-for-LGBTQ-community-new-report-says/,46,3.1451921,-0.86090374,4,4,2021,5,10,495,LGBTQ+ Social Media Safety,LGBTQ+ Social Media Safety
"Social media platforms aren't doing enough to keep LGBTQ people safe, group says",7/13/22,nbcnews.com,https://www.nbcnews.com/nbc-out/out-news/social-media-platforms-arent-enough-keep-lgbtq-people-safe-group-says-rcna37319,46,3.198635,-0.8016138,3,3,2022,7,13,924,LGBTQ+ Social Media Safety,LGBTQ+ Social Media Safety
"Social media platforms fail to stop LGBTQ hate speech, according to GLAAD report",7/13/22,pbs.org,https://www.pbs.org/newshour/nation/social-media-platforms-fail-to-stop-lgbtq-hate-speech-according-to-glaad-report,46,3.4718494,-0.7452917,2,2,2022,7,13,924,LGBTQ+ Social Media Safety,LGBTQ+ Social Media Safety
Some Spotify Staff Say They Want Joe Rogan Deplatformed: Vice Motherboard,9/17/20,newsbusters.org,https://www.newsbusters.org/blogs/techwatch/alexander-hall/2020/09/17/some-spotify-staff-say-they-want-joe-rogan-deplatformed,24,-2.5561523,-3.8136806,2,2,2020,9,17,260,Joe Rogan Controversy,Joe Rogan Controversy
